arrival_rate,config_name,method,source_path,instances,deadline_satisfaction_rate_mean,deadline_satisfaction_rate_std,deadline_satisfaction_rate_count,avg_deadline_violation_mean,avg_deadline_violation_std,avg_deadline_violation_count,makespan_mean,makespan_std,makespan_count,avg_flow_time_mean,avg_flow_time_std,avg_flow_time_count,total_planning_time_mean,total_planning_time_std,total_planning_time_count
0.5,n300_w30_h200_t1500,BASAR,artifacts/results/sa_at_dynamic_intensity/lambda_0p5/ours/n300_w30_h200_t1500_results.json,50,25.04666666666667,7.500711077402373,50,1172.9896752610127,483.2864744689951,50,3568.891680963086,1152.8484751729986,50,1211.8408466096428,482.78451942870817,50,181.6119427585602,30.343798913058436,50
1.0,n300_w30_h200_t1500,BASAR,artifacts/results/sa_at_dynamic_intensity/lambda_1p0/ours/n300_w30_h200_t1500_results.json,50,19.766666666666666,4.4206837078040815,50,1029.396961512265,284.04974356321,50,2293.5598915252867,569.1460051116466,50,1069.785438462115,284.0828313609232,50,172.64804315567017,25.318108029605845,50
2.0,n300_w30_h200_t1500,BASAR,artifacts/results/sa_at_dynamic_intensity/lambda_2p0/ours/n300_w30_h200_t1500_results.json,50,38.24400000000001,8.540139056895452,50,782.6154560218714,387.7599736522137,50,3339.2528800234195,1221.7961647353857,50,817.0783259419803,390.1453222641061,50,188.05767309188843,36.27512531018052,50
3.0,n300_w30_h200_t1500,BASAR,artifacts/results/sa_at_dynamic_intensity/lambda_3p0/ours/n300_w30_h200_t1500_results.json,50,79.97066666666667,15.150235260366237,50,50.99209759729015,83.19691870770711,50,713.1916908026432,380.30967862085527,50,68.44384046220075,88.36896868321412,50,96.72726769924164,19.835307885126067,50
4.0,n300_w30_h200_t1500,BASAR,artifacts/results/sa_at_dynamic_intensity/lambda_4p0/ours/n300_w30_h200_t1500_results.json,50,73.26933333333332,14.75196384666575,50,64.42262445622744,62.58247930072601,50,667.034274797542,273.4395525896785,50,84.50636985237159,68.35951146027281,50,109.60560608863831,18.63739961993382,50
